"iata","name","state","country","latitude","longitude","totalflights","numberofdelays","delaypercentage"
"1A5","Macon County","NC","USA","35.222595","-83.41904389","","",""
"VNC","Venice Municipal","FL","USA","27.07161111","-82.44033333","","",""
"2V5","Wray Municipal","CO","USA","40.10032333","-102.24096","","",""
"MQY","Smyrna","TN","USA","36.00897944","-86.52007667","","",""
"S10","Chelan Muni","WA","USA","47.86597139","-119.9427053","","",""
"FLT","Flat","AK","USA","62.45264889","-157.98907","","",""
"0G6","Williams County","OH","USA","41.46736111","-84.50655556","","",""
"PVB","Platteville Municipal","WI","USA","42.68935583","-90.44439278","","",""
"M89","Dexter B. Florence Memorial ","AR","USA","34.09984639","-93.06611694","","",""
"MKC","Downtown","MO","USA","39.12324111","-94.592735","","",""
"MDS","Madison Municipal","SD","USA","44.01597222","-97.08593333","","",""
"08K","Harvard State","NE","USA","40.65138528","-98.07978667","","",""
"TKI","McKinney Municipal","TX","USA","33.17794778","-96.5905275","","",""
"19A","Jackson County","GA","USA","34.17402472","-83.56066528","","",""
"VPC","Cartersville","GA","USA","34.12313889","-84.84869444","","",""
"HDO","Hondo Municipal","TX","USA","29.35952778","-99.17666667","","",""
"L17","Taft-Kern County","CA","USA","35.14107806","-119.4412294","","",""
"4V1","Johnson ","CO","USA","37.69640056","-104.7838747","","",""
"93B","Stonington","ME","USA","44.17508056","-68.67863722","","",""
"BFI","Boeing Field/King County Intl","WA","USA","47.52998917","-122.3019561","","",""
"11IS","Schaumburg Heliport","IL","USA","42.04808278","-88.05257194","","",""
"LCQ","Lake City Municipal","FL","USA","30.18205556","-82.57686111","","",""
"0B4","Hartington Municipal","NE","USA","42.60355556","-97.25263889","","",""
"07F","Gladewater Municipal","TX","USA","32.52883861","-94.97174556","","",""
"ACZ","Henderson ","NC","USA","34.71789028","-78.00362444","","",""
"U59","Driggs-Reed Memorial","ID","USA","43.74193056","-111.0978608","","",""
"BNO","Burns Muni","OR","USA","43.59212778","-118.9549789","","",""
"W41","Crisfield Municipal","MD","USA","38.01679028","-75.82882056","","",""
"N82","Wurtsboro-Sullivan Cty","NY","USA","41.59720444","-74.45840722","","",""
"LCK","Rickenbacker International ","OH","USA","39.81375917","-82.92786472","","",""
"D05","Garrison Municipal","ND","USA","47.65594444","-101.4372222","","",""
"LXV","Lake County","CO","USA","39.2202675","-106.3166906","","",""
"ELD","South Arkansas Regional At Goodwin ","AR","USA","33.2208625","-92.81325167","","",""
"S71","Edgar G Obie","MT","USA","48.59194444","-109.2488889","","",""
"CBF","Council Bluffs Municipal","IA","USA","41.25947222","-95.75997222","","",""
"9G5","Royalton","NY","USA","43.18200222","-78.55780528","","",""
"OWK","Central Maine ","ME","USA","44.7155","-69.86647222","","",""
"HPT","Hampton Municipal","IA","USA","42.72372361","-93.22634056","","",""
"91C","Sauk - Prairie","WI","USA","43.2969325","-89.75595639","","",""
"5D3","Owosso Community","MI","USA","42.99297222","-84.1389125","","",""
"05U","Eureka","NV","USA","39.60416667","-116.0050597","","",""
"PSN","Palestine Municipal","TX","USA","31.77969444","-95.70630556","","",""
"TDZ","Toledo Metcalf","OH","USA","41.56487194","-83.48226139","","",""
"IWA","Williams Gateway","AZ","USA","33.30783333","-111.6554722","","",""
"TVB","Cabool Memorial","MO","USA","37.13244083","-92.08396167","","",""
"GOK","Guthrie Municipal","OK","USA","35.84980556","-97.41560833","","",""
"C81","Campbell","IL","USA","42.32461111","-88.07408806","","",""
"RWI","Rocky Mount Wilson","NC","USA","35.85498861","-77.89295611","","",""
"BNF","Baranof Warm Springs SPB","AK","USA","57.08882583","-134.8331414","","",""
"0F9","Tishomingo Airpark","OK","USA","34.19592833","-96.67555694","","",""
"RZT","Ross County","OH","USA","39.44136778","-83.02251556","","",""
"HNM","Hana","HI","USA","20.79563722","-156.0144378","","",""
"UWL","New Castle-Henry Co ","IN","USA","39.87585167","-85.32646806","","",""
"BVS","Skagit Regional/Bay View","WA","USA","48.47088889","-122.4208611","","",""
"DUY","Kongiganak","AK","USA","59.95950583","-162.8817231","","",""
"0H1","Trego Wakeeney ","KS","USA","39.0044525","-99.89289917","","",""
"GPM","Grand Prairie Municipal","TX","USA","32.69858333","-97.04652778","","",""
"F85","Morton-Cochran County","TX","USA","33.72926389","-102.7338183","","",""
"HQU","Thomson-McDuffie County","GA","USA","33.52972639","-82.51678556","","",""
"FSO","Franklin County State","VT","USA","44.94028083","-73.09746","","",""
"4M7","Russellville-Logan County","KY","USA","36.79991667","-86.81016667","","",""
"FZY","Oswego Cty","NY","USA","43.35077528","-76.38805361","","",""
"CRS","C Davis Campbell -Corsicana Muni","TX","USA","32.02748861","-96.39803611","","",""
"LBT","Lumberton Municipal","NC","USA","34.60991667","-79.05944444","","",""
"4G1","Greenville Muni","PA","USA","41.44683167","-80.39126167","","",""
"AGO","Magnolia Municipal","AR","USA","33.22802111","-93.21696861","","",""
"Y70","Ionia County","MI","USA","42.93769972","-85.06066722","","",""
"D55","Robertson ","ND","USA","48.75301778","-98.39333694","","",""
"6I2","Lebanon-Springfield","KY","USA","37.63355556","-85.24216667","","",""
"FWC","Fairfield Municipal","IL","USA","38.37863306","-88.41265222","","",""
"A85","Kwigillingok","AK","USA","59.87644778","-163.1675583","","",""
"STE","Stevens Point Municipal","WI","USA","44.54513556","-89.53028444","","",""
"PTH","Port Heiden","AK","USA","56.95943333","-158.6318208","","",""
"U43","Monticello","UT","USA","37.937215","-109.3465053","","",""
"0C0","Dacy","IL","USA","42.40418556","-88.63343222","","",""
"SD34","Presho Municipal ","SD","USA","43.90637833","-100.0370669","","",""
"7V1","Buena Vista Muni","CO","USA","38.81416194","-106.1206939","","",""
"GFL","Floyd D. Bennett","NY","USA","43.34121","-73.6103075","","",""
"BYI","Burley Municipal","ID","USA","42.54260361","-113.7715442","","",""
"06D","Rolla Municipal","ND","USA","48.88434111","-99.62087694","","",""
"WVI","Watsonville Municipal","CA","USA","36.93573","-121.7896178","","",""
"BXA","George R Carr Memorial","LA","USA","30.81368639","-89.86496444","","",""
"LWL","Wells Municipal/Harriet ","NV","USA","41.11853306","-114.9222661","","",""
"WLD","Strother ","KS","USA","37.16861556","-97.03752194","","",""
"1L9","Parowan","UT","USA","37.85969694","-112.816055","","",""
"HNH","Hoonah","AK","USA","58.09609139","-135.4096975","","",""
"2H2","Aurora Memorial Municipal","MO","USA","36.96230778","-93.69531111","","",""
"27J","Newberry Municipal","SC","USA","34.30927778","-81.63972222","","",""
"W95","Ocracoke Island","NC","USA","35.10117083","-75.96595278","","",""
"ONZ","Grosse Ile Municipal","MI","USA","42.09860472","-83.16105861","","",""
"AKA","Atka","AK","USA","52.22034833","-174.2063503","","",""
"LUK","Cincinnati Muni-Lunken ","OH","USA","39.10334417","-84.41861417","","",""
"6F1","Talihina Municipal","OK","USA","34.70777139","-95.07378583","","",""
"08M","Carthage-Leake County","MS","USA","32.76124611","-89.53007139","","",""
"2J2","Liberty County","GA","USA","31.78461111","-81.64116667","","",""
"SMO","Santa Monica Municipal","CA","USA","34.01582194","-118.4512961","","",""
"MOR","Moore-Murrell","TN","USA","36.17939639","-83.37544944","","",""
"EOK","Keokuk Municipal","IA","USA","40.45990778","-91.42850111","","",""
"OQU","Quonset State","RI","USA","41.5971525","-71.41215333","","",""
"LRU","Las Cruces International","NM","USA","32.28941667","-106.9219722","","",""
"N35","Punxsutawney Muni","PA","USA","40.96667472","-78.93000528","","",""
"M19","Newport Municipal","AR","USA","35.63771778","-91.17637556","","",""
"OUN","University of Oklahoma Westheimer","OK","USA","35.24556444","-97.47212861","","",""
"79S","Fort Benton","MT","USA","47.84583333","-110.6336111","","",""
"10G","Holmes County","OH","USA","40.53716667","-81.95436111","","",""
"LEM","Lemmon Municipal","SD","USA","45.91869722","-102.1061778","","",""
"1O2","Lampson ","CA","USA","38.99017472","-122.8997175","","",""
"KNB","Kanab Muni","UT","USA","37.01110583","-112.5311936","","",""
"T08","Tomahawk Regional","WI","USA","45.46913889","-89.80569444","","",""
"M02","Dickson Municipal","TN","USA","36.12931722","-87.43007056","","",""
"52J","Lee County","SC","USA","34.24459889","-80.23729333","","",""
"4R4","Fairhope Municipal","AL","USA","30.4621125","-87.87801972","","",""
"4D0","Abrams Municipal","MI","USA","42.77420167","-84.73309806","","",""
"S70","Othello Muni","WA","USA","46.79486278","-119.0802875","","",""
"ALM","Alamogordo-White Sands Regional","NM","USA","32.83994444","-105.9905833","","",""
"MTP","Montauk","NY","USA","41.07694333","-71.92039972","","",""
"KWT","Kwethluk","AK","USA","60.80425194","-161.44535","","",""
"MDH","Southern Illinois ","IL","USA","37.77809583","-89.25203111","","",""
"C75","Marshall County","IL","USA","41.01928583","-89.38642222","","",""
"A04","Centre Municipal","AL","USA","34.15987361","-85.63512944","","",""
"PTV","Porterville Municipal","CA","USA","36.02960778","-119.0627311","","",""
"LGC","LaGrange-Callaway","GA","USA","33.00884694","-85.07260556","","",""
"CON","Concord Municipal","NH","USA","43.20273278","-71.50228556","","",""
"3D4","Frankfort Dow Memorial","MI","USA","44.62506389","-86.20061944","","",""
"Q49","Firebaugh","CA","USA","36.85998861","-120.4644675","","",""
"73C","Lancaster","WI","USA","42.78054722","-90.68096028","","",""
"65S","Boundary County","ID","USA","48.72632639","-116.2954761","","",""
"OKK","Kokomo Municipal","IN","USA","40.5281775","-86.05899","","",""
"I40","Richard Downing","OH","USA","40.30918056","-81.85338194","","",""
"KSM","St. Mary's","AK","USA","62.06048639","-163.3021108","","",""
"38A","Shaktoolik","AK","USA","64.36263194","-161.2025369","","",""
"ACB","Antrim County","MI","USA","44.98857611","-85.198355","","",""
"5Z1","Juneau Harbor","AK","USA","58.29888889","-134.4077778","","",""
"89D","Kelleys Island Land ","OH","USA","41.60282583","-82.684625","","",""
"PZQ","Presque Isle County","MI","USA","45.40709667","-83.81288556","","",""
"ENV","Wendover","UT","USA","40.71869528","-114.03089","","",""
"CKX","Chicken","AK","USA","64.07133833","-141.9522792","","",""
"40N","Chester Cty-G O Carlson","PA","USA","39.97897222","-75.86547222","","",""
"3F3","De Soto Parish","LA","USA","32.07345972","-93.76551889","","",""
"SWO","Stillwater Regional","OK","USA","36.16025194","-97.08577028","","",""
"BMC","Brigham City","UT","USA","41.55239139","-112.0622625","","",""
"BBP","Marlboro County","SC","USA","34.62170861","-79.73435944","","",""
"SJX","Beaver Island","MI","USA","45.69227778","-85.56630556","","",""
"LCI","Laconia Municipal","NH","USA","43.57272806","-71.41890028","","",""
"MHP","Metter Municipal","GA","USA","32.37388889","-82.07919444","","",""
"ANI","Aniak","AK","USA","61.58159694","-159.5430428","","",""
"ADC","Wadena Municipal ","MN","USA","46.45026972","-95.21095472","","",""
"RPX","Roundup","MT","USA","46.47357528","-108.5576333","","",""
"ALN","St. Louis Regional","IL","USA","38.89029083","-90.04604306","","",""
"1S0","Pierce County ","WA","USA","47.10391667","-122.2871944","","",""
"1N9","Allentown Queen City Muni","PA","USA","40.57027778","-75.48830556","","",""
"YKN","Chan Gurney Municipal","SD","USA","42.91669444","-97.38594444","","",""
"FOK","Francis Gabreski","NY","USA","40.84365472","-72.63178917","","",""
"F91","Thomas P Stafford","OK","USA","35.54482944","-98.66849028","","",""
"DVL","Devils Lake Municipal-Knoke ","ND","USA","48.11424528","-98.90877833","","",""
"PPQ","Pittsfield Penstone Municipal","IL","USA","39.63885556","-90.77843111","","",""
"SNS","Salinas Municipal","CA","USA","36.66279222","-121.6063603","","",""
"I95","Hardin County","OH","USA","40.61072","-83.64359694","","",""
"MTW","Manitowoc County","WI","USA","44.1287725","-87.68058472","","",""
"KCL","Chignik Lagoon","AK","USA","56.31116306","-158.5359264","","",""
"ACJ","Souther ","GA","USA","32.11079917","-84.18884806","","",""
"19M","C A Moore","MS","USA","33.12546111","-90.02555694","","",""
"OOA","Oskaloosa Municipal","IA","USA","41.22614944","-92.49388278","","",""
"F28","El Reno Municipal","OK","USA","35.47163639","-98.00599444","","",""
"7M7","Piggott Municipal","AR","USA","36.37820556","-90.16624167","","",""
"ND12","Ellendale Municipal","ND","USA","46.01247194","-98.51287889","","",""
"47J","Cheraw Municipal","SC","USA","34.71258333","-79.95794444","","",""
"96Z","North Whale SPB","AK","USA","56.11631056","-133.1217153","","",""
"FMZ","Fairmont State","NE","USA","40.58569444","-97.57305556","","",""
"SSF","Stinson Municipal","TX","USA","29.3370075","-98.47114056","","",""
"CSQ","Creston Municipal","IA","USA","41.02146139","-94.36331917","","",""
"GLH","Mid Delta Regional","MS","USA","33.48288111","-90.98561389","","",""
"DYR","Dyersburg Municipal","TN","USA","35.99850694","-89.40608333","","",""
"RED","Red Lodge","MT","USA","45.18744472","-109.2673778","","",""
"OVE","Oroville Municipal","CA","USA","39.48775","-121.622","","",""
"K68","Garnett Municipal","KS","USA","38.27918833","-95.21691833","","",""
"ASX","John F Kennedy Memorial","WI","USA","46.54852806","-90.91896639","","",""
"DDC","Dodge City Regional","KS","USA","37.76312194","-99.96542389","","",""
"4G2","Hamburg Inc.","NY","USA","42.7008925","-78.91475694","","",""
"3R7","Jennings","LA","USA","30.24269333","-92.67344778","","",""
"PHT","Henry County","TN","USA","36.33822472","-88.38287861","","",""
"IOB","Mt Sterling-Montgomery County","KY","USA","38.05813889","-83.97958333","","",""
"MAI","Marianna Municipal","FL","USA","30.83780556","-85.18188889","","",""
"6S0","Big Timber","MT","USA","45.80638889","-109.9811111","","",""
"FRH","French Lick Municipal","IN","USA","38.50622139","-86.63693528","","",""
"JXN","Jackson County Reynolds ","MI","USA","42.25978556","-84.45940361","","",""
"GKJ","Port Meadville","PA","USA","41.62652667","-80.2147275","","",""
"MLT","Millinocket Municipal","ME","USA","45.64783611","-68.68556194","","",""
"IGT","Nightmute","AK","USA","60.47032722","-164.6856414","","",""
"N73","Red Lion","NJ","USA","39.90415167","-74.74954917","","",""
"ISQ","Schoolcraft County","MI","USA","45.97464056","-86.17183056","","",""
"CDW","Essex Cty Arpt","NJ","USA","40.87522278","-74.28135667","","",""
"T41","La Porte Municipal","TX","USA","29.66925","-95.06419444","","",""
"DLS","Columbia Gorge Regional","OR","USA","45.61854556","-121.1673439","","",""
"GRN","Gordon Municipal","NE","USA","42.80597222","-102.17525","","",""
"HXD","Hilton Head","SC","USA","32.22436111","-80.69747222","","",""
"ONY","Olney Municipal","TX","USA","33.35088056","-98.81916667","","",""
"EAA","Eagle","AK","USA","64.77639306","-141.1509206","","",""
"BCB","Virginia Tech","VA","USA","37.20782361","-80.40832778","","",""
"OLM","Olympia","WA","USA","46.9705","-122.9022083","","",""
"LHM","Lincoln Regional ","CA","USA","38.90916111","-121.3513361","","",""
"SAZ","Staples Municipal","MN","USA","46.38087944","-94.80660167","","",""
"JRB","Downtown Manhattan/Wall St. Heliport","NY","USA","40.70121361","-74.00902833","","",""
"IKK","Greater Kankakee","IL","USA","41.07140417","-87.84626861","","",""
"0B5","Turners Falls","MA","USA","42.59136361","-72.52275472","","",""
"Y47","New Hudson","MI","USA","42.50311694","-83.62371667","","",""
"FDR","Frederick Municipal","OK","USA","34.35219472","-98.98460222","","",""
"DIK","Dickinson Municipal","ND","USA","46.79738889","-102.8019528","","",""
"UIL","Quillayute","WA","USA","47.93714444","-124.5612497","","",""
"BOW","Bartow Municipal","FL","USA","27.9433575","-81.78344167","","",""
"9D0","Highmore Municipal","SD","USA","44.54165056","-99.44622306","","",""
"7F9","Comanche County-City","TX","USA","31.91681306","-98.600325","","",""
"WA31","Whidbey Air Park","WA","USA","48.01814917","-122.4384789","","",""
"OLU","Columbus Municipal","NE","USA","41.448","-97.34263889","","",""
"5A6","Winona-Montgomery County","MS","USA","33.46540139","-89.72924806","","",""
"HYG","Hydaburg SPB","AK","USA","55.20631611","-132.8283131","","",""
"M95","Richard Arthur ","AL","USA","33.71221972","-87.81504639","","",""
"WNA","Napakiak","AK","USA","60.69118917","-161.9695161","","",""
"IAG","Niagara Falls Intl","NY","USA","43.10725861","-78.94538139","","",""
"APA","Centennial","CO","USA","39.57012833","-104.8492942","","",""
"IWI","Wiscasset","ME","USA","43.96141667","-69.71255556","","",""
"2D5","Oakes Municipal","ND","USA","46.17301972","-98.07987556","","",""
