"iata","name","latitude","longitude","totalflights","numberofdelays","delaypercentage","carrierdelay","weatherdelay","nasdelay","securitydelay","lateaircraftdelay"
"9I0","Havana Regional","40.221155","-90.02289361","","","","","","","",""
"5J9","Twin City","34.08848361","-78.86462028","","","","","","","",""
"YAP","Yap International","9.5167","138.1","","","","","","","",""
"FGX","Fleming-Mason","38.54180556","-83.74338889","","","","","","","",""
"COE","Coeur D'Alene Air Terminal","47.77429167","-116.8196231","","","","","","","",""
"75J","Turner County","31.68545833","-83.63211194","","","","","","","",""
"FNB","Brenner ","40.07878611","-95.59199167","","","","","","","",""
"CXC","Chitina","61.58285917","-144.4270969","","","","","","","",""
"4C8","Albia Municipal","40.99445361","-92.76297194","","","","","","","",""
"33S","Pru ","47.12487194","-118.3927539","","","","","","","",""
"PPA","Perry Lefors ","35.61298806","-100.9962608","","","","","","","",""
"ORB","Orr Regional","48.01592194","-92.85605139","","","","","","","",""
"5V5","Shiprock Airstrip","36.6977775","-108.7011986","","","","","","","",""
"BLM","Allaire Arpt","40.18691806","-74.12488694","","","","","","","",""
"S64","Stanford","47.14718944","-110.2299289","","","","","","","",""
"EBS","Webster City Municipal","42.43663889","-93.86886111","","","","","","","",""
"CHK","Chickasha Municipal","35.09614694","-97.96618361","","","","","","","",""
"7A5","Roanoke Municipal","33.12928722","-85.366615","","","","","","","",""
"I18","Jackson County","38.92977778","-81.81947222","","","","","","","",""
"FLX","Fallon Municipal","39.499545","-118.7490197","","","","","","","",""
"CQX","Chatham Municipal","41.68840028","-69.98952417","","","","","","","",""
"FSE","Fosston Municipal","47.59282028","-95.77349889","","","","","","","",""
"FFZ","Falcon ","33.46083333","-111.7283333","","","","","","","",""
"ND26","Kenmare Municipal","48.66758278","-102.0475944","","","","","","","",""
"FFM","Fergus Falls Muni-Einar Mickelson","46.28439389","-96.15668556","","","","","","","",""
"I43","James A Rhodes","38.98135194","-82.57785667","","","","","","","",""
"20M","Macon Municipal","33.13345889","-88.53559806","","","","","","","",""
"O27","Oakdale","37.75634472","-120.8002089","","","","","","","",""
"N25","Westport ","44.15838611","-73.43290444","","","","","","","",""
"I74","Grimes ","40.12928306","-83.7548775","","","","","","","",""
"MSV","Sullivan Cty Intl","41.70164917","-74.79501389","","","","","","","",""
"AOO","Altoona-Blair Cty","40.29637222","-78.32002306","","","","","","","",""
"EAU","Chippewa Valley Regional","44.86525722","-91.48507194","","","","","","","",""
"ULS","Ulysses","37.60375278","-101.3733889","","","","","","","",""
"STP","St Paul Downtown Holman ","44.9344725","-93.05999861","","","","","","","",""
"MCE","Merced Municipal/MacReady ","37.28472861","-120.5138858","","","","","","","",""
"WBW","Wilkes-Barre Wyoming Valley","41.29717222","-75.85120556","","","","","","","",""
"BFD","Bradford Reg","41.80306778","-78.64012083","","","","","","","",""
"PDC","Prairie Du Chien Municipal","43.01928889","-91.12374722","","","","","","","",""
"S33","City-County","44.66623139","-121.1631","","","","","","","",""
"HUF","Terre Haute International-Hulman ","39.45146361","-87.30756111","","","","","","","",""
"HLG","Wheeling-Ohio Cty","40.175","-80.64627778","","","","","","","",""
"GAF","Grafton Municipal","48.40469444","-97.37094444","","","","","","","",""
"ASJ","Tri-County","36.29752583","-77.17085556","","","","","","","",""
"1F0","Downtown Ardmore","34.14698917","-97.12265194","","","","","","","",""
"TNP","Twentynine Palms","34.13208528","-115.9458319","","","","","","","",""
"PKD","Park Rapids Municipal","46.90062583","-95.07313278","","","","","","","",""
"F00","Jones ","33.61172222","-96.17938889","","","","","","","",""
"CLI","Clintonville Municipal","44.61381306","-88.73126667","","","","","","","",""
"8S1","Polson","47.69543861","-114.1851178","","","","","","","",""
"X96","Cruz Bay Harbor Seaplane Base","18.33689833","-64.79958306","","","","","","","",""
"WDG","Enid Woodring Municipal","36.37920333","-97.79111222","","","","","","","",""
"OSC","Oscoda - Wurtsmith","44.45260972","-83.38036389","","","","","","","",""
"MBY","Omar N Bradley","39.46392583","-92.42759778","","","","","","","",""
"OWD","Norwood Memorial","42.19079694","-71.17310389","","","","","","","",""
"47N","Central Jersey Regional","40.52438417","-74.59839194","","","","","","","",""
"S03","Ashland Muni-Sumner Parker ","42.19028361","-122.6606283","","","","","","","",""
"26A","Ashland/Lineville","33.28761417","-85.80412861","","","","","","","",""
"X16","Vandenberg ","28.01398389","-82.34527917","","","","","","","",""
"MVC","Monroe County","31.45805306","-87.35104028","","","","","","","",""
"CPM","Compton/Woodley","33.89001611","-118.2436831","","","","","","","",""
"1G5","Freedom ","41.13144444","-81.76491667","","","","","","","",""
"FBR","Fort Bridger","41.39193583","-110.4067961","","","","","","","",""
"EST","Estherville Municipal","43.40744444","-94.74641667","","","","","","","",""
"MQB","Macomb Municipal","40.52034556","-90.65246389","","","","","","","",""
"2G3","Connellsville","39.95893667","-79.65713306","","","","","","","",""
"PHN","St Clair County International","42.91095778","-82.52886139","","","","","","","",""
"9G8","Ebensburg","40.46121083","-78.77524389","","","","","","","",""
"CTB","Cut Bank Muni","48.60835444","-112.3761464","","","","","","","",""
"BTN","Britton Municipal","45.81522222","-97.74313889","","","","","","","",""
"TTN","Trenton-Mercer County ","40.27669111","-74.81346833","","","","","","","",""
"S87","Weiser Municipal","44.20683056","-116.9623869","","","","","","","",""
"PTT","Pratt Industrial","37.7000175","-98.7462025","","","","","","","",""
"8D4","Sparta","43.12860833","-85.67689778","","","","","","","",""
"PHK","Palm Beach County Glades","26.78503861","-80.69335528","","","","","","","",""
"3MY","Mt. Hawley Auxiliary","40.79525917","-89.6134025","","","","","","","",""
"CNH","Claremont Municipal","43.37043194","-72.36867667","","","","","","","",""
"F05","Vernon - Wilbarger County","34.22566806","-99.28375","","","","","","","",""
"5G7","Bluffton","40.88544444","-83.86863889","","","","","","","",""
"RKP","Aransas County","28.08677778","-97.04461111","","","","","","","",""
"COT","Cotulla-Lasalle County","28.45825583","-99.22016389","","","","","","","",""
"CAR","Caribou Municipal","46.8715","-68.01791667","","","","","","","",""
"ADG","Lenawee County","41.86943667","-84.07480528","","","","","","","",""
"UTS","Huntsville Municipal","30.74688667","-95.58716667","","","","","","","",""
"EVW","Evanston-Uinta County Burns ","41.27494528","-111.0321286","","","","","","","",""
"CCB","Cable","34.11154056","-117.6875897","","","","","","","",""
"13C","Lakeview","43.45213722","-85.26480333","","","","","","","",""
"T82","Gillespie County","30.24369444","-98.90952778","","","","","","","",""
"LEW","Auburn-Lewiston Municipal","44.04847278","-70.2835075","","","","","","","",""
"BGF","Winchester Municipal","35.17753417","-86.06616722","","","","","","","",""
"SHH","Shishmaref","66.24956861","-166.0895589","","","","","","","",""
"WWR","West Woodward","36.4367025","-99.5209975","","","","","","","",""
"1O4","Thomas Municipal","35.73338222","-98.73063833","","","","","","","",""
"HVR","Havre City-County","48.542985","-109.7623419","","","","","","","",""
"3K6","St Louis-Metro East","38.73290861","-89.80656722","","","","","","","",""
"MIB","Minot AFB","48.415769","-101.358039","","","","","","","",""
"8G2","Lawrence","41.90755611","-79.64105083","","","","","","","",""
"LBX","Brazoria County","29.10863889","-95.46208056","","","","","","","",""
"MBO","Bruce Campbell ","32.43866444","-90.10309222","","","","","","","",""
"7A0","Greensboro Municipal","32.68147222","-87.66208333","","","","","","","",""
"2V2","Vance Brand","40.16367139","-105.1630369","","","","","","","",""
"C62","Kendallville Municipal","41.47271639","-85.26080833","","","","","","","",""
"LUP","Kalaupapa","21.21104028","-156.9735972","","","","","","","",""
"88M","Eureka","48.96885444","-115.0704464","","","","","","","",""
"7M1","McGehee Municipal","33.62022111","-91.36484056","","","","","","","",""
"5ND6","Hillsboro Municipal","47.35940778","-97.06041639","","","","","","","",""
"3O9","Grand Lake Regional","36.5775775","-94.86190028","","","","","","","",""
"E26","Lea County","32.13107833","-103.1548506","","","","","","","",""
"4J5","Quitman-Brooks County","30.80575139","-83.58654889","","","","","","","",""
"MLS","Frank Wiley ","46.42795972","-105.8862397","","","","","","","",""
"1O1","Grandfield Municipal","34.23758944","-98.74200917","","","","","","","",""
"Q99","South County  of Santa Clara Co","37.08158611","-121.5968056","","","","","","","",""
"MTH","Florida Keys Marathon","24.72614083","-81.05137806","","","","","","","",""
"4A9","Isbell ","34.4728925","-85.72221722","","","","","","","",""
"AIG","Langlade County","45.15419444","-89.11072222","","","","","","","",""
"MTV","Blue Ridge","36.63074861","-80.01834917","","","","","","","",""
"LAF","Purdue University","40.41231694","-86.93689889","","","","","","","",""
"EQA","Captain Jack Thomas","37.77410833","-96.81762778","","","","","","","",""
"AZE","Hazelhurst","31.88465639","-82.64738778","","","","","","","",""
"0M6","Panola County","34.36677444","-89.90008917","","","","","","","",""
"2T1","Muleshoe Municipal","34.18513639","-102.6410981","","","","","","","",""
"Q88","Paradise Skypark","39.70960639","-121.6163617","","","","","","","",""
"4SD","Reno/Stead","39.66738111","-119.8754169","","","","","","","",""
"SNK","Winston ","32.69338667","-100.9504525","","","","","","","",""
"IOW","Iowa City Municipal","41.63924389","-91.54650333","","","","","","","",""
"CJR","Culpeper Regional","38.5267075","-77.85885528","","","","","","","",""
"5F4","Homer Municipal","32.78850806","-93.00366083","","","","","","","",""
"M54","Lebanon Municipal","36.19041667","-86.31569444","","","","","","","",""
"1B1","Columbia Cty","42.29130028","-73.71031944","","","","","","","",""
"W99","Grant County","38.99419444","-79.14438889","","","","","","","",""
"HAE","Hannibal Municipal","39.72448944","-91.44367944","","","","","","","",""
"ASH","Boire ","42.78176306","-71.51477944","","","","","","","",""
"MNF","Mountain View","36.99282694","-91.71445611","","","","","","","",""
"CUL","Carmi Municipal","38.08947917","-88.12306111","","","","","","","",""
"S43","Harvey ","47.90815306","-122.1054072","","","","","","","",""
"GGE","Georgetown County","33.31169444","-79.31958333","","","","","","","",""
"MCG","McGrath","62.95287361","-155.6057625","","","","","","","",""
"5U8","Geraldine","47.59664","-110.2660367","","","","","","","",""
"S01","Conrad","48.16863889","-111.9764722","","","","","","","",""
"09M","Charleston Municipal","33.99150222","-90.078145","","","","","","","",""
"LNL","Kings Land O' Lakes","46.15387722","-89.21194417","","","","","","","",""
"TIX","Space Cost Regional","28.51479944","-80.7992275","","","","","","","",""
"HOB","Lea County Regional","32.68752778","-103.2170278","","","","","","","",""
"HAB","Marion County","34.11757222","-87.99819583","","","","","","","",""
"56D","Wyandot County","40.88336139","-83.3145325","","","","","","","",""
"HWV","Brookhaven","40.81676528","-72.86204722","","","","","","","",""
"05F","Gatesville - City/County","31.42127556","-97.79696778","","","","","","","",""
"6A4","Johnson County","36.41789833","-81.82511528","","","","","","","",""
"71J","Blackwell ","31.43113889","-85.61922222","","","","","","","",""
"MWK","Mount Airy-Surry County","36.459735","-80.55295722","","","","","","","",""
"HNS","Haines","59.24522806","-135.5221086","","","","","","","",""
"VQQ","Cecil ","30.21867306","-81.87666444","","","","","","","",""
"2W5","Maryland","38.60053667","-77.07296917","","","","","","","",""
"I25","Welch Muni","37.41678056","-81.52899417","","","","","","","",""
"UCY","Everett-Stewart","36.38025","-88.98547778","","","","","","","",""
"ROR","Babelthoup/Koror","7.367222","134.544167","","","","","","","",""
"GGP","Logansport Municipal","40.71126139","-86.37449917","","","","","","","",""
"SCB","Scribner State","41.61033333","-96.62986111","","","","","","","",""
"U30","Temple Bar","36.02054056","-114.3352461","","","","","","","",""
"KAL","Kaltag","64.32571917","-158.7441475","","","","","","","",""
"4R5","Madeline Island","46.78865556","-90.75866944","","","","","","","",""
"HGR","Hagerstown Regional-Richard Henson ","39.70794444","-77.7295","","","","","","","",""
"Z13","Akiachak","60.90453167","-161.42091","","","","","","","",""
"RCA","Ellsworth AFB","44.145094","-103.103567","","","","","","","",""
"6R7","Old Harbor (New)","57.21810306","-153.2697494","","","","","","","",""
"4O5","Cherokee Municipal","36.78336306","-98.35035083","","","","","","","",""
"HSB","Harrisburg-Raleigh","37.8115","-88.54913889","","","","","","","",""
"TEL","Perry County Municipal","38.01769694","-86.69093","","","","","","","",""
"O32","Reedley Municipal","36.66633917","-119.4498483","","","","","","","",""
"FFA","First Flight","36.01822278","-75.67128694","","","","","","","",""
"I22","Randolph County","40.16885083","-84.92585333","","","","","","","",""
"Z17","Ophir","63.1460375","-156.529865","","","","","","","",""
"GLW","Glasgow Municipal","37.03205556","-85.95261111","","","","","","","",""
"LMS","Louisville-Winston County","33.14620944","-89.06247917","","","","","","","",""
"RBE","Bassett Municipal","42.56966667","-99.56836111","","","","","","","",""
"O43","Yerington Municipal","39.00408444","-119.1579303","","","","","","","",""
"45J","Rockingham-Hamlet","34.89107083","-79.75905806","","","","","","","",""
"05C","Griffith-Merrillville ","41.51961917","-87.40109333","","","","","","","",""
"RPD","Rice Lake Regional-Carl's ","45.41809056","-91.77365194","","","","","","","",""
"DAN","Danville Regional","36.57286111","-79.33611111","","","","","","","",""
"U25","Dubois Municipal","43.54834722","-109.6902611","","","","","","","",""
"M59","Richton-Perry County","31.31739944","-88.93504778","","","","","","","",""
